simtime,source,dest,needed,holding time
19.908158,13.0,12.0,15.0,7.2203
20.817691,13.0,12.0,15.0,11.168935
26.034385,13.0,12.0,15.0,8.631469
36.917808,13.0,12.0,15.0,7.725682
38.382769,13.0,12.0,15.0,6.586425
78.438543,13.0,12.0,15.0,4.859233
98.87073,13.0,12.0,15.0,2.433158
101.333956,13.0,12.0,15.0,14.26545
114.184771,13.0,12.0,15.0,22.861882
121.934273,13.0,12.0,15.0,14.096311
146.259799,13.0,12.0,15.0,11.771663
160.748233,13.0,12.0,15.0,13.607518
166.004532,13.0,12.0,15.0,2.830924
172.25436,13.0,12.0,15.0,7.980758
176.532337,13.0,12.0,15.0,4.7361
185.711641,13.0,12.0,15.0,9.775457
200.526585,13.0,12.0,15.0,2.070224
204.042607,13.0,12.0,15.0,4.620196
213.632896,13.0,12.0,15.0,161.724368
217.066797,13.0,12.0,15.0,1.66451
221.369137,13.0,12.0,15.0,11.265151
224.163761,13.0,12.0,15.0,60.615083
227.370919,13.0,12.0,15.0,16.300716
231.697664,13.0,12.0,15.0,14.135504
232.809444,13.0,12.0,15.0,3.84908
244.114026,13.0,12.0,15.0,8.739284
258.44436,13.0,12.0,15.0,33.027899
279.354876,13.0,12.0,15.0,10.260615
291.750537,13.0,12.0,15.0,22.418956
291.865571,13.0,12.0,15.0,38.24453
350.459732,13.0,12.0,15.0,6.121913
350.747659,13.0,12.0,15.0,0.949101
363.0946,13.0,12.0,15.0,10.838649
376.722565,13.0,12.0,15.0,3.55022
379.465786,13.0,12.0,15.0,27.580885
385.205566,13.0,12.0,15.0,6.096511
385.483077,13.0,12.0,15.0,2.838303
389.605464,13.0,12.0,15.0,3.650078
393.84458,13.0,12.0,15.0,33.116073
395.430701,13.0,12.0,15.0,13.156947
395.931972,13.0,12.0,15.0,49.028029
