simtime,source,dest,needed,holding time
5.026452,13.0,12.0,12.0,10.292389
14.681954,13.0,12.0,12.0,32.305044
26.998929,13.0,12.0,12.0,15.071279
30.900476,13.0,12.0,12.0,124.534904
47.667335,13.0,12.0,12.0,4.785452
67.257561,13.0,12.0,12.0,6.495255
69.078295,13.0,12.0,12.0,32.458551
89.721577,13.0,12.0,12.0,5.181352
96.430942,13.0,12.0,12.0,5.954542
98.892525,13.0,12.0,12.0,0.390378
117.591979,13.0,12.0,12.0,20.4902
138.407403,13.0,12.0,12.0,12.242027
143.474563,13.0,12.0,12.0,4.987569
160.004781,13.0,12.0,12.0,12.389145
164.998057,13.0,12.0,12.0,1.003465
165.272134,13.0,12.0,12.0,41.065664
168.281869,13.0,12.0,12.0,9.763192
180.901,13.0,12.0,12.0,21.554546
203.380086,13.0,12.0,12.0,4.316853
206.863847,13.0,12.0,12.0,13.326269
207.776222,13.0,12.0,12.0,32.9059
216.943697,13.0,12.0,12.0,10.934422
231.191147,13.0,12.0,12.0,6.813527
231.917621,13.0,12.0,12.0,31.250926
237.615046,13.0,12.0,12.0,49.931956
249.889354,13.0,12.0,12.0,20.309064
275.801858,13.0,12.0,12.0,72.496592
287.250978,13.0,12.0,12.0,8.661605
294.362567,13.0,12.0,12.0,8.502064
307.280964,13.0,12.0,12.0,2.753064
310.093453,13.0,12.0,12.0,42.662761
315.37637,13.0,12.0,12.0,15.740242
317.618441,13.0,12.0,12.0,14.81397
322.947889,13.0,12.0,12.0,91.137603
335.096805,13.0,12.0,12.0,16.988589
337.107605,13.0,12.0,12.0,3.348384
345.02387,13.0,12.0,12.0,5.930194
346.021434,13.0,12.0,12.0,3.092229
355.723563,13.0,12.0,12.0,10.381311
367.694138,13.0,12.0,12.0,18.908494
369.944223,13.0,12.0,12.0,111.1298
391.080844,13.0,12.0,12.0,6.193861
