simtime,source,dest,needed,holding time
19.965151,13.0,11.0,11.0,7.027519
29.865227,13.0,11.0,11.0,15.802937
63.434119,13.0,11.0,11.0,56.914177
73.413424,13.0,11.0,11.0,1.915156
73.706034,13.0,11.0,11.0,29.069733
79.014496,13.0,11.0,11.0,5.622936
103.913737,13.0,11.0,11.0,0.588462
128.137715,13.0,11.0,11.0,21.632665
131.215939,13.0,11.0,11.0,10.073476
137.998137,13.0,11.0,11.0,15.795716
138.810643,13.0,11.0,11.0,4.644302
159.165085,13.0,11.0,11.0,4.527215
176.453239,13.0,11.0,11.0,9.748137
181.605798,13.0,11.0,11.0,5.144252
183.890413,13.0,11.0,11.0,1.209964
202.406386,13.0,11.0,11.0,6.50627
213.435495,13.0,11.0,11.0,16.651882
216.24493,13.0,11.0,11.0,0.103277
250.167188,13.0,11.0,11.0,34.667128
265.297237,13.0,11.0,11.0,23.988049
269.642456,13.0,11.0,11.0,11.299002
295.849411,13.0,11.0,11.0,0.356708
298.630611,13.0,11.0,11.0,14.093013
312.417677,13.0,11.0,11.0,1.318217
326.557847,13.0,11.0,11.0,19.077108
347.519728,13.0,11.0,11.0,46.302887
356.974964,13.0,11.0,11.0,55.197204
367.946577,13.0,11.0,11.0,15.359472
380.883067,13.0,11.0,11.0,19.299542
