simtime,source,dest,needed,holding time
25.72786,13.0,12.0,6.0,18.677886
28.558939,13.0,12.0,6.0,7.113851
50.986467,13.0,12.0,6.0,13.989969
55.823929,13.0,12.0,6.0,6.839072
82.886521,13.0,12.0,6.0,51.870686
89.312578,13.0,12.0,6.0,35.279934
102.307279,13.0,12.0,6.0,6.261041
106.430796,13.0,12.0,6.0,38.61554
109.513237,13.0,12.0,6.0,16.286556
112.972177,13.0,12.0,6.0,2.198257
129.815948,13.0,12.0,6.0,11.3837
136.3391,13.0,12.0,6.0,0.157615
136.991973,13.0,12.0,6.0,20.932367
156.768939,13.0,12.0,6.0,2.30695
161.285157,13.0,12.0,6.0,15.569374
203.005513,13.0,12.0,6.0,10.241056
226.874888,13.0,12.0,6.0,4.315472
262.644529,13.0,12.0,6.0,70.803357
268.730462,13.0,12.0,6.0,22.240612
274.188533,13.0,12.0,6.0,24.471231
278.309208,13.0,12.0,6.0,16.606241
278.694348,13.0,12.0,6.0,2.057092
285.262413,13.0,12.0,6.0,10.075185
292.45831,13.0,12.0,6.0,1.34595
294.648512,13.0,12.0,6.0,0.681216
298.213521,13.0,12.0,6.0,51.626103
306.235714,13.0,12.0,6.0,21.593619
315.886694,13.0,12.0,6.0,3.569142
321.618762,13.0,12.0,6.0,8.306485
327.98506,13.0,12.0,6.0,22.891896
331.82918,13.0,12.0,6.0,16.940125
358.672269,13.0,12.0,6.0,14.73084
367.157245,13.0,12.0,6.0,5.078536
373.980661,13.0,12.0,6.0,5.607369
