simtime,source,dest,needed,holding time
7.115142,13.0,11.0,12.0,12.299732
21.200856,13.0,11.0,12.0,48.729421
33.304699,13.0,11.0,12.0,44.042751
51.172681,13.0,11.0,12.0,15.400284
56.471585,13.0,11.0,12.0,29.480996
64.048848,13.0,11.0,12.0,3.97605
64.549016,13.0,11.0,12.0,2.17542
77.639211,13.0,11.0,12.0,21.080643
96.05544,13.0,11.0,12.0,4.065195
131.564428,13.0,11.0,12.0,4.370993
133.136298,13.0,11.0,12.0,35.102488
135.741585,13.0,11.0,12.0,1.687801
175.128701,13.0,11.0,12.0,9.103941
180.555376,13.0,11.0,12.0,17.021704
203.376206,13.0,11.0,12.0,16.382769
206.082421,13.0,11.0,12.0,0.318666
207.212723,13.0,11.0,12.0,11.730481
221.899265,13.0,11.0,12.0,31.437082
253.849572,13.0,11.0,12.0,6.068205
255.330232,13.0,11.0,12.0,7.616606
279.442362,13.0,11.0,12.0,6.122704
282.862708,13.0,11.0,12.0,25.324168
289.52403,13.0,11.0,12.0,11.209133
293.280552,13.0,11.0,12.0,0.914606
331.27019,13.0,11.0,12.0,48.008016
331.367067,13.0,11.0,12.0,73.472704
338.85865,13.0,11.0,12.0,3.163335
341.781147,13.0,11.0,12.0,1.762638
348.910518,13.0,11.0,12.0,1.338117
376.83773,13.0,11.0,12.0,41.361205
378.715272,13.0,11.0,12.0,2.439081
394.920368,13.0,11.0,12.0,5.645034
395.151594,13.0,11.0,12.0,0.435686
